fullVisitorId,visitId,date,device.browser,device.operatingSystem,device.isMobile,device.deviceCategory,geoNetwork.continent,geoNetwork.subContinent,geoNetwork.country,region,hits.page.pagePath,hits.page.pageTitle,hits.item.currencyCode,hits.product.productSKU,hits.product.v2ProductName,hits.product.v2ProductCategory,hits.product.productPrice,channelGrouping
2248281639583218707,1501583974,1/8/2017,Chrome,Android,TRUE,mobile,Americas,Caribbean,St. Lucia,South America,/google+redesign/electronics,Electronics | Google Merchandise Store,USD,GGOEGBFC018799,Electronics Accessory Pouch,Home/Electronics/,$4.99,Organic Search
2248281639583218707,1501583974,1/8/2017,Chrome,Android,TRUE,mobile,Americas,Caribbean,St. Lucia,South America,/google+redesign/electronics,Electronics | Google Merchandise Store,USD,GGOEGESB015199,Google Flashlight,Home/Electronics/,$59.99,Organic Search
2248281639583218707,1501583974,1/8/2017,Chrome,Android,TRUE,mobile,Americas,Caribbean,St. Lucia,South America,/google+redesign/electronics,Electronics | Google Merchandise Store,USD,GGOEGEVA022399,Micro Wireless Earbud,Home/Electronics/,$39.99,Organic Search
2248281639583218707,1501583974,1/8/2017,Chrome,Android,TRUE,mobile,Americas,Caribbean,St. Lucia,South America,/google+redesign/electronics,Electronics | Google Merchandise Store,USD,GGOEGCBB074199,Google Car Clip Phone Holder,Home/Electronics/,$6.99,Organic Search
2248281639583218707,1501583974,1/8/2017,Chrome,Android,TRUE,mobile,Americas,Caribbean,St. Lucia,South America,/google+redesign/electronics,Electronics | Google Merchandise Store,USD,GGOEGFKA022299,Keyboard DOT Sticker,Home/Electronics/,$1.50,Organic Search
2248281639583218707,1501583974,1/8/2017,Chrome,Android,TRUE,mobile,Americas,Caribbean,St. Lucia,South America,/google+redesign/electronics,Electronics | Google Merchandise Store,USD,GGOEGCBB074399,Google Device Holder Sticky Pad,Home/Electronics/,$4.99,Organic Search
2248281639583218707,1501583974,1/8/2017,Chrome,Android,TRUE,mobile,Americas,Caribbean,St. Lucia,South America,/google+redesign/electronics,Electronics | Google Merchandise Store,USD,GGOEGCBC074299,Google Device Stand,Home/Electronics/,$4.99,Organic Search
2248281639583218707,1501583974,1/8/2017,Chrome,Android,TRUE,mobile,Americas,Caribbean,St. Lucia,South America,/google+redesign/electronics,Electronics | Google Merchandise Store,USD,GGOEGEHQ072499,Google 2200mAh Micro Charger,Home/Electronics/,$22.99,Organic Search
2248281639583218707,1501583974,1/8/2017,Chrome,Android,TRUE,mobile,Americas,Caribbean,St. Lucia,South America,/google+redesign/electronics,Electronics | Google Merchandise Store,USD,GGOEGEHQ072599,Google 4400mAh Power Bank,Home/Electronics/,$37.99,Organic Search
2248281639583218707,1501583974,1/8/2017,Chrome,Android,TRUE,mobile,Americas,Caribbean,St. Lucia,South America,/google+redesign/electronics,Electronics | Google Merchandise Store,USD,GGOEGESB015099,Basecamp Explorer Powerbank Flashlight,Home/Electronics/,$22.99,Organic Search
2248281639583218707,1501583974,1/8/2017,Chrome,Android,TRUE,mobile,Americas,Caribbean,St. Lucia,South America,/google+redesign/electronics,Electronics | Google Merchandise Store,USD,GGOEGESC014099,Rocket Flashlight,Home/Electronics/,$4.99,Organic Search
2248281639583218707,1501583974,1/8/2017,Chrome,Android,TRUE,mobile,Americas,Caribbean,St. Lucia,South America,/google+redesign/electronics,Electronics | Google Merchandise Store,USD,GGOEGESQ016799,Plastic Sliding Flashlight,Home/Electronics/,$12.99,Organic Search
8647436381089107732,1501616585,1/8/2017,Chrome,Macintosh,FALSE,desktop,Americas,Northern America,United States,North America,/google+redesign/apparel/mens/mens+outerwear,Men's Outerwear | Apparel | Google Merchandise Store,USD,GGOEGAAX0313,Google Tri-blend Hoodie Grey,Home/Apparel/Men's/Men's-Outerwear/,$39.99,Organic Search
8647436381089107732,1501616585,1/8/2017,Chrome,Macintosh,FALSE,desktop,Americas,Northern America,United States,North America,/google+redesign/apparel/mens/mens+outerwear,Men's Outerwear | Apparel | Google Merchandise Store,USD,GGOEGAAX0358,Google Men's Zip Hoodie,Home/Apparel/Men's/Men's-Outerwear/,$55.99,Organic Search
8647436381089107732,1501616585,1/8/2017,Chrome,Macintosh,FALSE,desktop,Americas,Northern America,United States,North America,/google+redesign/apparel/mens/mens+outerwear,Men's Outerwear | Apparel | Google Merchandise Store,USD,GGOEGAAX0568,Google Men's Watershed Full Zip Hoodie Grey,Home/Apparel/Men's/Men's-Outerwear/,$109.99,Organic Search
8647436381089107732,1501616585,1/8/2017,Chrome,Macintosh,FALSE,desktop,Americas,Northern America,United States,North America,/google+redesign/apparel/mens/mens+outerwear,Men's Outerwear | Apparel | Google Merchandise Store,USD,GGOEGAAX0592,Google Men's Airflow 1/4 Zip Pullover Black,Home/Apparel/Men's/Men's-Outerwear/,$69.99,Organic Search
8647436381089107732,1501616585,1/8/2017,Chrome,Macintosh,FALSE,desktop,Americas,Northern America,United States,North America,/google+redesign/apparel/mens/mens+outerwear,Men's Outerwear | Apparel | Google Merchandise Store,USD,GGOEGAAX0593,Google Men's Airflow 1/4 Zip Pullover Lapis,Home/Apparel/Men's/Men's-Outerwear/,$69.99,Organic Search
8647436381089107732,1501616585,1/8/2017,Chrome,Macintosh,FALSE,desktop,Americas,Northern America,United States,North America,/google+redesign/apparel/mens/mens+outerwear,Men's Outerwear | Apparel | Google Merchandise Store,USD,GGOEGAAX0598,Google Men's Convertible Vest-Jacket Pewter,Home/Apparel/Men's/Men's-Outerwear/,$98.99,Organic Search
8647436381089107732,1501616585,1/8/2017,Chrome,Macintosh,FALSE,desktop,Americas,Northern America,United States,North America,/google+redesign/apparel/mens/mens+outerwear,Men's Outerwear | Apparel | Google Merchandise Store,USD,GGOEGAAX0595,Google Men's Microfiber 1/4 Zip Pullover Blue/Indigo,Home/Apparel/Men's/Men's-Outerwear/,$74.99,Organic Search
8647436381089107732,1501616585,1/8/2017,Chrome,Macintosh,FALSE,desktop,Americas,Northern America,United States,North America,/google+redesign/apparel/mens/mens+outerwear,Men's Outerwear | Apparel | Google Merchandise Store,USD,GGOEGAAX0596,Google Men's Quilted Insulated Vest Black,Home/Apparel/Men's/Men's-Outerwear/,$74.99,Organic Search
8647436381089107732,1501616585,1/8/2017,Chrome,Macintosh,FALSE,desktop,Americas,Northern America,United States,North America,/google+redesign/apparel/mens/mens+outerwear,Men's Outerwear | Apparel | Google Merchandise Store,USD,GGOEGAAX0569,Google Men's Performance Full Zip Jacket Black,Home/Apparel/Men's/Men's-Outerwear/,$119.99,Organic Search
8647436381089107732,1501616585,1/8/2017,Chrome,Macintosh,FALSE,desktop,Americas,Northern America,United States,North America,/google+redesign/apparel/mens/mens+outerwear,Men's Outerwear | Apparel | Google Merchandise Store,USD,GGOEGAAX0567,Google Men's Softshell Jacket Black/Grey,Home/Apparel/Men's/Men's-Outerwear/,$98.99,Organic Search
8647436381089107732,1501616585,1/8/2017,Chrome,Macintosh,FALSE,desktop,Americas,Northern America,United States,North America,/google+redesign/apparel/mens/mens+outerwear,Men's Outerwear | Apparel | Google Merchandise Store,USD,GGOEGAAX0731,YouTube Men's Fleece Hoodie Black,Home/Apparel/Men's/Men's-Outerwear/,$55.99,Organic Search
2055839700856389632,1501583344,1/8/2017,Chrome,Android,TRUE,mobile,Asia,Southern Asia,India,APAC,/google+redesign/shop+by+brand/android,Android | Shop by Brand | Google Merchandise Store,USD,GGOEACCQ017299,Android Lunch Kit,Home/Shop by Brand/Android/,$17.99,Organic Search
2055839700856389632,1501583344,1/8/2017,Chrome,Android,TRUE,mobile,Asia,Southern Asia,India,APAC,/google+redesign/shop+by+brand/android,Android | Shop by Brand | Google Merchandise Store,USD,GGOEADWQ015699,Android Rise 14 oz Mug,Home/Shop by Brand/Android/,$12.99,Organic Search
2055839700856389632,1501583344,1/8/2017,Chrome,Android,TRUE,mobile,Asia,Southern Asia,India,APAC,/google+redesign/shop+by+brand/android,Android | Shop by Brand | Google Merchandise Store,USD,GGOEAFKQ020599,Android Sticker Sheet Ultra Removable,Home/Shop by Brand/Android/,$2.99,Organic Search
2055839700856389632,1501583344,1/8/2017,Chrome,Android,TRUE,mobile,Asia,Southern Asia,India,APAC,/google+redesign/shop+by+brand/android,Android | Shop by Brand | Google Merchandise Store,USD,GGOEAKDH019899,Windup Android,Home/Shop by Brand/Android/,$3.99,Organic Search
2055839700856389632,1501583344,1/8/2017,Chrome,Android,TRUE,mobile,Asia,Southern Asia,India,APAC,/google+redesign/shop+by+brand/android,Android | Shop by Brand | Google Merchandise Store,USD,GGOEADHH055999,22 oz Android Bottle,Home/Shop by Brand/Android/,$2.99,Organic Search
2055839700856389632,1501583344,1/8/2017,Chrome,Android,TRUE,mobile,Asia,Southern Asia,India,APAC,/google+redesign/shop+by+brand/android,Android | Shop by Brand | Google Merchandise Store,USD,GGOEAHPA004110,Android Wool Heather Cap Heather/Black,Home/Shop by Brand/Android/,$24.99,Organic Search
2055839700856389632,1501583344,1/8/2017,Chrome,Android,TRUE,mobile,Asia,Southern Asia,India,APAC,/google+redesign/shop+by+brand/android,Android | Shop by Brand | Google Merchandise Store,USD,GGOEADHH073999,Android 17oz Stainless Steel Sport Bottle,Home/Shop by Brand/Android/,$18.99,Organic Search
2055839700856389632,1501583344,1/8/2017,Chrome,Android,TRUE,mobile,Asia,Southern Asia,India,APAC,/google+redesign/shop+by+brand/android,Android | Shop by Brand | Google Merchandise Store,USD,GGOEAOCB077499,Android RFID Journal,Home/Shop by Brand/Android/,$19.99,Organic Search
2055839700856389632,1501583344,1/8/2017,Chrome,Android,TRUE,mobile,Asia,Southern Asia,India,APAC,/google+redesign/shop+by+brand/android,Android | Shop by Brand | Google Merchandise Store,USD,GGOEA0CH077599,Android Hard Cover Journal,Home/Shop by Brand/Android/,$14.99,Organic Search
2055839700856389632,1501583344,1/8/2017,Chrome,Android,TRUE,mobile,Asia,Southern Asia,India,APAC,/google+redesign/shop+by+brand/android,Android | Shop by Brand | Google Merchandise Store,USD,GGOEAOBH078799,Android Luggage Tag,Home/Shop by Brand/Android/,$8.99,Organic Search
2055839700856389632,1501583344,1/8/2017,Chrome,Android,TRUE,mobile,Asia,Southern Asia,India,APAC,/google+redesign/shop+by+brand/android,Android | Shop by Brand | Google Merchandise Store,USD,GGOEGAAX0352,Android Men's Vintage Henley,Home/Shop by Brand/Android/,$29.99,Organic Search
2055839700856389632,1501583344,1/8/2017,Chrome,Android,TRUE,mobile,Asia,Southern Asia,India,APAC,/google+redesign/shop+by+brand/android,Android | Shop by Brand | Google Merchandise Store,USD,GGOEGAAX0357,Android Men's Vintage Tank,Home/Shop by Brand/Android/,$20.99,Organic Search
